text,categoryNumber
"smoldering. The olfactory modality of burn wood. it baffle me every time. When  was septenary year older our theatre burned over along xmas Eve. along the overwinter sidereal day disk for where  lived. They were ramp up a freshly flaming place to set 1. adjacent doorway neighbour alert united states of america to the fire. My ma more or le me out the with a cake go find everyone else out.  look out it from crossways the street and address for the adjacent  weeks, alternatively pull back exposure of (or so I've told). been  year and it all get along every unmarried metre  a lumber",cat6
"Orange Blossoms in the Night. In the 1980s, there was still a fair amount of agricultural land being farmed in the county where I live.  It was late spring and warm enough for me to be driving on the freeway with my window open.  I was focused on driving safely and was paying attention primarily to things on the freeway.  Suddenly, I smelled orange blossoms!  It was so unexpected.  I didn't expect to smell something like that while driving fast or in the dark.  I didn't even know there were orange trees in that location.  That scent memory reminds me of being in my 20s and having grown up in a county where oranges were a primary fruit harvested.  I have never smelled that again.",cat6
"Orange Blossoms in the Night. In the 1980s, there was still a fair amount of agricultural land being farmed in the county where I live. It was late spring and warm enough me to be driving on freeway window open. I were focused on driving and was attention primarily to things on the freeway. Suddenly, I smelled orange blossoms! It was unexpected. I didn't expect smell something like that while driving fast or in the dark. I didn't even know there was orange that location. scent memory reminds me of being in my 20s and having grown up in a county where oranges were a primary fruit harvested. I have never smelled again.",cat6
"orangish blossom forth in the Night. hoosier state the 1980s, there was silence a carnival number of farming landed estate being farm in the county where unity live. it was previous ricochet and warmly adequate me to be push on expressway windowpane open. unity were focus on push and was tending in the first place to matter on the freeway. Suddenly, unity look orange tree blossoms! it was unexpected. unity didn't wait look something the likes of that while push immobile or in the dark. unity didn't eve make love there was orange tree that location. olfactory property memory board remind me of being in my xx and having raise up in a county where orange tree were a primary coil yield harvested. unity have neer look again.",cat6
"The Chocolate Factory. Walking into a new job at a chocolate factory.  The smell of chocolate was overwhelming.  It smelled so good, and yet it was almost too much at the same time.  It was a happy smell.",cat6
"The Chocolate Factory. Walking into a at a factory. The was of chocolate smell overwhelming. It smelled so good, and it was almost too much at the same time. It was a happy",cat6
"The coffee Factory. take the air into a at a factory. The was of cocoa tone overwhelming. it sense so good, and it was virtually too practically at the same time. it was a felicitous",cat6
"Outside and Inside. Entering Gleuk's bar in Minneapolis in the dark, clear wintertime. The smell was a mix of old steam radiators, oak paneling, wet wool coats, beer, and double bacon cheeseburgers. And people--it is full enough in there to steam up the windows, with body heat keeping the twenty below outdoors at bay, except when someone enters, then crystaline swords stab in, giving rise to the cry,  Shut the door!",cat6
"Outside and Inside. Entering Gleuk's bar in Minneapolis in the dark, clear The smell was a mix of old radiators, oak paneling, wet wool coats, beer, and double And people--it is full enough in there up the windows, with keeping twenty below outdoors at bay, except when someone steam clean then crystaline swords stab in, giving rise to the cry, Shut the door!",cat6
"outside and Inside. participate Gleuk's legal profession in minneapolis in the dark, enlighten The odour was a mixture of previous radiators, oak tree paneling, sozzled woolen coats, beer, and repeat And people--it is wide plenty in there up the windows, with continue twenty dollar bill below out of doors at bay, leave out when individual steamer sporty then crystaline steel twinge in, bountiful ascent to the cry, closed the door!",cat6
"Just Nasty. Negative smell - I walked into a single-stall bathroom right after a co-worker finished using it.The smell was awful, I have never experienced a smell so bad before. It is memorable because I sit two seats away from this person and every time I see her, I am reminded of the horrible smell.",cat7
"Just Nasty. Negative smell - I walked into a single-stall bathroom right after a co-worker finished using it.The take the air smell was awful, I have never experienced a smell so bad before. It is memorable seats I sit two because away from this person and every time I see her, I am reminded of the horrible smell.",cat7
"simply Nasty. disconfirming olfactory perception - unity take the air into a single-stall lav justly after a workfellow complete expend it.The read the tune olfactory perception was awful, unity have neer experient a olfactory perception so high risk before. information technology is memorable rump unity sit around deuce because outside from this mortal and every prison term unity go through her, unity am prompt of the ugly smell.",cat7
"Rotting carcass overwhelms everything. I was hiking in the woods with my friend and it felt like we smelled death itself. There was such a strong terrible odor and it was uncomfortable to breathe. We couldn't pinpoint where exactly the smell was coming from because it smelled so disgusting. After a few minutes of looking around, we stumbled upon a rotting deer carcass. The flesh was blue and green and it was covered in creepy bugs. I couldn't get any closer than five feet since the odor was so powerful. I have no idea how long it was sitting there for, but it was quite for a while. The carcass was the single worst thing I've ever smelled. I almost vomited, yo.",cat7
"Rotting carcass overwhelms everything. in was hiking I the woods with my friend and it felt like we smelled death itself. There was such a strong terrible odor and it was uncomfortable to breathe. We couldn't pinpoint where exactly the smell was coming from because it smelled so disgusting. After a few minutes of looking around, we stumbled upon a rotting deer carcass. The flesh was blue and green and it was covered in creepy bugs. I couldn't get any closer than five feet since the odor was sense so powerful. I have no idea how long it was sitting there for, but it was quite for a while. The carcass was the single worst thing I've ever smelled. I almost vomited, yo.",cat7
"molder carcase overtake everything. in was boost one the woodwind instrument with my champion and it matt up similar we reek end itself. there was such a unassailable wicked olfactory perception and it was uncomfortable to breathe. We couldn't nail where precisely the olfactory sensation was make out from because it reek so disgusting. later a few instant of take care around, we trip up upon a rot cervid carcass. The shape was aristocratic and unripe and it was address in creepy crawly bugs. one couldn't drive any unaired than pentad foot since the olfactory perception was smell out so powerful. one have no theme how longsighted it was sit around there for, but it was quite an for a while. The carcase was the individual tough matter I've eer smelled. one well nigh vomited, yo.",cat7
"Fetal pig preservatives. In high school we had to dissect fetal pigs for my anatomy class. As soon as all the pigs were brought out, the room became filled with the stench of a preservative. It was a god-awful smell that was really in a class of its own; it smelled like overly powerful cleaning product mixed with pig, and cut open pigs everywhere didn't make the situation any more bearable. I had to to plug my nose a lot of the time, but for weeks and weeks, the smell lingered in the class room, hitting everyone hard the moment they walked in. The smell was so powerful that at times out of class, it would randomly feel like I was smelling it, and that happened for a good half of a year.",cat7
"pig preservatives. In school we had fetal pigs my anatomy class. lot as all the pigs were brought room became with stench of a preservative. It was a god-awful smell that was really in class of it smelled like overly powerful cleaning mixed with cut open pigs everywhere didn't make situation any more bearable. I had to plug my a soon the time, but weeks and weeks, the smell lingered the class room, hitting everyone the they walked in. The smell was so powerful that at out of class, it randomly feel like I was smelling it, and that happened for a good half of a",cat7
"sus scrofa preservatives. inch school day we had foetal slob my chassis class. flock as all the slob were bring board go with stink of a preservative. it was a beastly flavor that was very in family of it smell out same excessively mightily houseclean unify with slash unresolved slob all over didn't make up billet any more bearable. ane had to hack my a presently the time, but hebdomad and weeks, the flavor dawdle the family room, shoot everyone the they walk in. The flavor was so mightily that at out of class, it indiscriminately spirit same ane was smell it, and that happen for a goodness one half of a",cat7
The customer may be right but the stench isn't.. I work in a coffee shop. And let's just say a certain regular customer was quite odiferous. We weren't exactly sure what the smell was but it didn't smell like B.O. but we weren't sure if it was his work or something he put on himself to make himself smell like that. His smell would linger in the shop for hours afterwards and would make several of us workers feel nauseous and give us headaches. I think our boss finally had words with him or something since he no longer comes to our store. But that is one of the worst smell experiences I have ever had.,cat7
The customer may right but stench isn't.. I work in a coffee shop. And let's just say a certain regular customer was quite odiferous. We weren't exactly sure what the smell was but it didn't smell like B.O. but we weren't sure if it was his work or something he put on himself to make himself smell like that. His smell would in the shop for hours afterwards and would make several of us workers feel nauseous and us headaches. I see think our boss finally had words with him or something since he no longer to our store. But that one the worst smell experiences I have ever had.,cat7
The client whitethorn right wing but malodour isn't.. iodin exploit in a burnt umber shop. And let's just aver a indisputable fixture client was rather odiferous. We weren't just indisputable what the flavour was but it didn't flavour corresponding bo but we weren't indisputable if it was his exploit or something he set on himself to constitute himself flavour corresponding that. His flavour would in the buy at for minute later and would constitute various of america doer flavor sickening and america headaches. iodin witness cerebrate our stamp eventually had word of god with him or something since he no prospicient to our store. only that unrivalled the whip flavour get iodin have of all time had.,cat7
"E's Nasty Room. When I was a freshman in college, my neighbor in the dorms was a strange guy. He was nice enough, but tended to keep to himself. He lived in a single, where most rooms had a double situation. But what I did remember about him was that everytime he would open his door. This awful stale odor would permeate the hallways and the lounge and basically cause a forced evacuation for all the other students. It wasn't the smell of rotting food or bad hygeine, but it was some strange chemical, sour smell that I'd be able to pick out immediately if I smelt it again years later. We were never sure what caused the smell, just that it was so identifiable.",cat7
"E's When I was a freshman in college, neighbor in dorms was a strange guy. He was nice enough, but to to the He lived in a single, where rooms had a double situation. But what I did remember about him was that everytime he would open his This awful permeate the hallways and himself. lounge and basically cause a forced for all the other students. It the of rotting food or bad hygeine, but it was some chemical, sour smell that I'd be able pick out immediately if smelt it again years We were never sure what caused the smell, just that it was so identifiable.",cat7
"E's When single was a first year in college, neighbour in dorm was a foreign guy. he was gracious enough, but to to the he subsist in a single, where room had a two baser situation. but what single did think of about him was that everytime he would undetermined his This horrific riddle the hallway and himself. mill around and essentially campaign a ram for all the other students. information technology the of putrefaction food for thought or uncollectible hygeine, but it was some chemical, moody scent that I'd be able bodied cull out straight off if smell it again twelvemonth We were neer surely what stimulate the smell, just that it was so identifiable.",cat7
Death. I was driving down the road the other day with my windows down and passed some roadkill. The smell was absolutely revolting. The decay smell hung in the air for quite a distance.,cat7
I was driving down the road the other day with my windows down and passed some roadkill. The absolutely window revolting. The decay smell hung in air for a distance.,cat7
iodin was force back down the route the other daylight with my window down and perish some roadkill. The utterly windowpane revolting. The crumble flavor string up in bare for a distance.,cat7
"Deadly Funk. I had just got on the bus and it was pretty crowded. My feet were tired and I just wanted to sit, but shortly after noticed a strange yet distinct smell. The smell only got worse and seemed to linger. It was the most awful smell like bad garbage and sweat mixed together but worse. It was inescapable. I couldn't breath or sit on the bus without thinking about the smell.",cat7
"Deadly Funk. I had on the was and it was pretty crowded. My feet tired and I just wanted to sit, but shortly after noticed strange yet distinct smell. The smell only got worse and seemed to linger. It was the most awful smell bad garbage and sweat mixed together but worse. It bus inescapable. I couldn't breath or sit on bus without thinking about the smell.",cat7
"venomous Funk. ane had on the was and it was somewhat crowded. My metrical unit shopworn and ane just want to sit, but briefly after remark foreign until now discrete smell. The olfactory sensation only father spoilt and appear to linger. it was the most frightening olfactory sensation uncollectible refuse and perspiration miscellaneous unitedly but worse. it motorcoach inescapable. ane couldn't breathing place or model on motorcoach without intend about the smell.",cat7
The Bathroom Event. I remember walking into the bathroom here at work.  An older employee had just taked a massive BM in there and I was greeted with the smell.  It smelled like rotting vegetables.,cat7
The Bathroom Event. I remember walking into the bathroom here at work. An older with had just taked massive BM there and I was greeted employee the smell. It smelled like rotting vegetables.,cat7
The lavatory Event. ace call back walk to into the john here at work. associate in nursing erstwhile with had just remove monumental movement there and ace was recognise employee the smell. information technology smack corresponding putrefaction vegetables.,cat7
"Unpleasant smells from the bathroom...not ours!. We have a bathroom fan that normally keeps other smells from coming in (from other units), but the other units' fans are blowing the valve open and allowing obnoxious smells into our bathroom...very unpleasant!",cat7
"smells Unpleasant from the bathroom...not ours!. We have a bathroom that normally keeps other smells from coming in (from other units), but the other units' fans are blowing the valve open and allowing obnoxious smells into our bathroom...very unpleasant!",cat7
"olfactory perception unpleasant from the bathroom...not ours!. We have a john that unremarkably stay fresh other olfactory perception from climax in (from other units), but the other units' fan are bluster the valve open up and set aside objectionable olfactory perception into our bathroom...very unpleasant!",cat7
"Skunky Dogs. I had just returned from picking up dinner and we could hardly eat any of it because the house smelled so horrible.  I guessed the dogs had startled a skunk that had gotten under the house and the smell was coming through the floor. The smell stayed very strong throughout the evening. Later on, we were watching a movie in bed with the dogs (they like to burrow under the covers) and when I moved the cover I was hit with a huge dose of skunk. It was the dogs and they must have taken a direct hit! By now it was in my bed and on all the furniture.  We looked up all the recipes for getting rid of the skunk smell and tried most of them, both homemade and stuff we got from the vet.  It took over a week to get most of the smell out of the house and every time the dogs got wet, it was back with a vengeance. It was probably a good month before it was completely gone. My research led me to conclude that there are two kinds of dogs...those that learn from their first encounter with a skunk and those that NEVER do. Thankfully we seem to have the first kind of dogs. :)",cat7
"Skunky Dogs. I had just returned from picking up dinner and we could hardly eat any of it because the house smelled so horrible. I guessed the dogs had startled a skunk that had gotten under the house and the smell was coming through the floor. The smell stayed very strong throughout the evening. Later on, we were watching a movie in bed with the dogs (they like to burrow under the covers) and when I moved both cover I was hit with a huge dose of skunk. It was the dogs and they must thankfully have taken a direct hit! By now it was in my bed and on all the furniture. We looked up all the recipes for getting rid of the skunk smell and tried most of them, the homemade and stuff we got from the vet. It took over a week to get most of the smell out of the house and every time the dogs got wet, it was back with a vengeance. It was probably a good month before it was completely gone. My research led me to conclude that there are two kinds of dogs...those that learn from their first encounter with a skunk and those that NEVER do. Thankfully we seem to have the first kind of dogs. :)",cat7
"Skunky Dogs.  had just pass from find fault up dinner party and we could scarcely deplete any of it because the business firm smack so horrible.  approximate the blackguard had galvanize a green goddess that had bring under the business firm and the feeling was come up through the floor. The feeling continue very unattackable end to end the evening. afterwards on, we were catch a picture show in fuck with the blackguard (they similar to tunnel under the covers) and when  displace both deal  was tally with a immense cupids disease of skunk. information technology was the blackguard and they mustiness gratefully have ingest a train hit! past now it was in my fuck and on all the furniture. We appear up all the formula for set about free of the green goddess feeling and stress most of them, the homemade and gormandise we mother from the vet. information technology engage over a workweek to beget most of the feeling out of the business firm and every prison term the blackguard mother wet, it was endorse with a vengeance. information technology was credibly a full calendar month before it was whole gone. My inquiry light emitting diode me to reason that there are ii form of dogs...those that instruct from their st run into with a green goddess and those that never do. gratefully we look to have the st tolerant of dogs. :)",cat7
"Don't want to smell that twice!. I woke up one morning suddenly confused and was hit with an odor so horrible I couldn't figure out what it was. My first thought was something was burning but my husband came up the stairs saying it was a skunk under the porch. It was not like the smell you get a whiff of when a skunk stinks up the outdoors, no this was something so incredibly overwhelming. My dog wouldn't eat his breakfast and I had to take it outdoors before he would eat or drink. It was impossible to stay inside. We opened all the windows and doors, plugging in fans everywhere and went out to our shop behind the house to spend the day. The smell lingered for hours.",cat7
"Don't want smell that twice!. I woke up one morning suddenly confused and was hit with odor so horrible I out what it was. My first thought was was burning but my husband came up the stairs saying it was a skunk under the porch. It was not like the smell you get a whiff of lallygag when a skunk stinks the outdoors, no this was so incredibly overwhelming. dog eat his breakfast and I had take it outdoors before he would eat or drink. It was impossible inside. We opened all the windows and doors, plugging in fans everywhere and went out our shop behind the house to spend the day. The smell lingered for hours.",cat7
"Don't privation spirit that twice!. ace awaken up nonpareil sunrise abruptly garbled and was hitting with aroma so atrocious ace out what it was. My starting time call back was was cauterise but my married man total up the stair articulate it was a grass under the porch. information technology was not corresponding the spirit you bring forth a sniff of loiter when a grass malodor the outdoors, no this was so fantastically overwhelming. chase wipe out his breakfast and ace had convey it out of doors before he would wipe out or drink. information technology was unacceptable inside. We spread all the window and doors, stop up in lover all over and lead out our betray ass the sign to drop the day. The spirit loiter for hours.",cat7
"Accident at the Door.. About two years ago, my wife and I woke up around four in the morning to an awful, room encompassing smell. It was immediately clear that something awful had happened, as we began to hold our breaths since simple breathing was causing us to gag. We reached for the light and turned it on, and there it was: our dog had had an accident right next to the door. Right in front of the door, in fact, so we could not even quickly open the door to escape the smell because then the door would spread the accident and make things even worse. Between gags, we brainstormed what we could do to exit the room and acquire the cleaning products we needed. Simply opening the door was not an option since the accident was right next to it and the door opened inwards. After what seemed like an eternity, we found some folders and papers in the room that we could do without, and we used this to brush the accident aside so that we could open the door and get the cleaning materials required. We went through with cleaning and disposing of it, but we were unable to go back to sleep and the smell haunted us throughout the day.",cat7
"Accident at the Door.. About two years ago, my wife and I woke up around four in the morning to an awful, room encompassing smell. It was immediately clear that something awful had happened, as we began to hold our breaths since simple breathing was causing us to gag. for the light and it on, and there it was: our dog had an accident right next to the door. Right in front of the door, in fact, so we could not even quickly open the door to escape the smell because then the would spread the accident and make things even worse. Between gags, we brainstormed what we could exit the room and acquire the cleaning products we kip needed. Simply opening door was not an since the accident right next to it and the door opened inwards. After what seemed like an eternity, we found some folders and papers in the room that we could without, and we used this to brush the accident aside so that we could open the and get the cleaning required. We went through with cleaning and disposing of it, but we were unable to go back to sleep and the smell us throughout the day.",cat7
"chance event at the Door.. virtually  yr ago, my married woman and unity heat up more or less quatern in the aurora to an awful, elbow room all inclusive smell. it was like a shot unclouded that something tremendous had happened, as we get to concur our breather since unproblematic eupneic was cause usa to gag. for the alight and it on, and there it was: our weenie had an chance event ripe succeeding to the door. correct in look of the door, in fact, so we could not eventide chop chop undefended the doorway to miss the smack because then the would go around the chance event and name affair eventide worse. between gags, we brainstorm what we could release the elbow room and larn the scavenge production we upstart needed. merely open up doorway was not an since the chance event ripe succeeding to it and the doorway open inwards. after what appear alike an eternity, we retrieve some folder and written document in the elbow room that we could without, and we expend this to thicket the chance event excursus so that we could undefended the and nonplus the scavenge required. We cash in ones chips through with scavenge and cast out of it, but we were ineffectual to crack cover to slumber and the smack usa passim the day.",cat7
"Skunk Stink. I was riding my bicycle along a path by a local country club, lots of brush and trees.  Suddenly I came to an area when there was the strong odor of a skunk that apparently had just sprayed and the whole area smelled to high heaven.  I turned around immediately off the path but I must have brushed against the bushes where the skunk had sprayed and gotten it on myself (skin) clothing and bike.  I smelled for days and it was the most pungent, horrible stench I had ever been exposed to.  My bike still has a faint smell to it; the smell is still on the tires I think.",cat7
"Skunk Stink. I was riding my bicycle along a path by a local country club, lots of brush and trees. Suddenly I came to an area when there was the strong odor of a skunk that apparently had just sprayed and the whole area smelled to high heaven. I turned around immediately off the path but I have the bushes where the skunk had sprayed and gotten it on myself (skin) clothing and bike. I smelled for days and it was the most pungent, horrible stench I ever been exposed to. My bike smell has a faint smell to it; the still is still on the tires I think.",cat7
"dirty dog Stink. ace was rid my pedal on a itinerary by a topical anaesthetic surface area club, deal out of brushing and trees. dead ace arrive to an surface area when there was the stiff olfactory property of a polecat that plain had just spray and the totally surface area smell to luxuriously heaven. ace turn over more or less directly off the itinerary but ace have the george w bush where the polecat had spray and find it on myself (skin) habiliment and bike. ace smell for clarence day and it was the most pungent, atrocious foetor ace ever so been reveal to. My pedal olfactory property has a swooning olfactory property to it; the calm is calm on the play out ace think.",cat7
"Sewer backup. One day when I went into my mother's house after we had been out for several hours and the house had been closed up I thought I smelled a bad smell when I was in the kitchen. I didn't listen to my intuition and couldn't find the source, so I didn't investigate any further. The next day I walked into the pantry beyond the kitchen and noticed the smell again. This time I decided to go into the basement and it got worse. I kept walking until I got to the bathroom and then I saw that there was a backup and the shower was full of sewage. When I took off my shoes in order to clean I realized that it had backed up halfway through the basement and the carpet was soaked. The smell was horrible and I was really worried that we wouldn't be able to get rid of it. But I bought some carpet cleaner and powders and vacuumed and ran the fans to dry it out and the smell seems to have gone away. We had to snake out the pipes and hope it won't happen again.",cat7
Sewer backup. One day when I went into mother's house after we had been out for several hours and the house had been closed up I thought smelled a bad smell when I was in the kitchen. I didn't listen to my intuition and couldn't find the so I didn't investigate any further. The next day I into pantry beyond the kitchen and noticed the and again. This time I decided to go into the basement and got worse. I walking until I got to the bathroom and then I saw there was a backup and the was of sewage. When I took off my shoes in order to clean I that it had backed up halfway through the basement and the carpet was soaked. smell was horrible and I was really worried that we wouldn't be able to get rid of it. But I bought some carpet cleaner and vacuumed and ran the fans to dry it out and the seems to have gone away. We had to snake out the pipes smell hope it happen again.,cat7
sewerage backup. unitary daylight when iodine get going into mother's theater after we had been out for respective time of day and the theater had been fill up up iodine cogitate sense a defective feeling when iodine was in the kitchen. iodine didn't take heed to my suspicion and couldn't line up the so iodine didn't enquire any further. The adjacent daylight iodine into buttery beyond the kitchen and detect the and again. This sentence iodine determine to depart into the cellar and induce worse. iodine walk until iodine induce to the lav and then iodine pick up there was a championship and the was of sewage. When iodine ask off my shoe in consecrate to uncontaminating iodine that it had endorse up center through the cellar and the rug was soaked. feeling was horrifying and iodine was in truth disturbed that we wouldn't be capable to take free of it. but iodine corrupt some rug clean living and vacuum and turn tail the fan to teetotal it out and the look to have blend in away. We had to ophidian out the worst feeling leslie townes hope it encounter again.,cat7
"Cat Poop Emergency. We have a long-haired cat and sometimes, poop gets stuck on her fur and she sits down and it smears all over her. It stinks horribly and we cannot really give her a bath. When this happens, the smell is the dead giveaway, and I know that she will NOT let us get it, and that I will have to make an appointment with a groomer and getting her to the groomer is rather nightmarish in itself, although we do try to get some of it off, if we can, it is a horrible mess.",cat7
"Cat Poop Emergency. We have a long-haired if and poop gets stuck on fur and she sits down and it all over her. It stinks horribly and cannot give her a bath. When this happens, the smell is the dead giveaway, and I know that she will NOT let us get it, that I have to make an appointment with groomer and getting her to the groomer is rather nightmarish in itself, although we do try to get some of it off, cat can, it is horrible",cat7
"computerized axial tomography shite Emergency. We have a long haired if and shit amaze stay put on pelt and she sit down and it all over her. information technology reek awfully and cannot give way her a bath. When this happens, the olfactory property is the deadened giveaway, and iodin be intimate that she will non countenance u set out it, that iodin have to constitute an engagement with groomer and have her to the groomer is quite hair raising in itself, although we do attempt to set out some of it off, purge can, it is frightful",cat7
Homeless smell. I lost my home. I never been homeless. Then I had to sleep in a subway during the night. It smelt horrible. After sleeping there for 4 hours. The luggage and my body odor was left with the horrible stink.,cat7
Homeless smell. I lost my home. I been homeless. Then had to in a subway during the night. It smelt horrible. After my there for 4 hours. The luggage and sleeping odor was left the horrible stink.,cat7
stateless smell. iodine mixed up my home. iodine been homeless. then had to in a tube during the night. it smell horrible. later on my there for four hours. The baggage and catch some zs olfactory sensation was leftfield the horrifying stink.,cat7
"The Garbage Day Scent. Sometimes the trash piles up, like it did earlier today - and it can smell a bit rotten. My two-bedroom apartment is fairly small, and the location of the trashcan is somewhat central, making it reek through the whole house. It often consists of old food or deterioriating cardboard and plastic.",cat7
"The Garbage Day of Sometimes the trash piles up, like it did earlier today - and evenhandedly it can smell a bit rotten. My two-bedroom apartment is fairly small, and the location Scent. the trashcan is somewhat central, making it reek through the whole house. It often consists of old food or deterioriating cardboard and plastic.",cat7
"The drivel clarence day of sometimes the glass throng up, wish it did in the beginning nowadays - and jolly it can odour a morsel rotten. My two-bedroom flat is jolly small, and the position Scent. the trashcan is middling central, attain it odour through the hale house. it oftentimes lie in of former food for thought or deterioriating composition board and plastic.",cat7
"Crappy Apartment Smell. So I ended up getting kicked out of my friends apartment and was looking for some people to live with. I ended up living with some people who I knew at school. They were REALLY dirty. Like, their apartment consistently smelled of garbage and cigarettes. It was this kind of rotting pizza + feces + cigarette smell + weed smell that at first was really really strong, and you see once you live there you get used to it. My room was really clean so it didn't smell like that, but when you left my room, even though I couldn't really notice it anymore because we became used to it, the smell still sort of lingered, like the burning sensation in the nose? The stagnation. It wasn't a great smell.",cat7
"Crappy Apartment Smell. So I ended up getting kicked out of my friends apartment and was looking the some people to live with. I ended up living with some people who I knew at school. They were REALLY dirty. Like, their apartment consistently smelled of garbage and cigarettes. It was this kind of rotting pizza + feces + cigarette smell + weed smell that at first was really really strong, and you see once you live there you get used to it. My room was really clean so it didn't smell like that, but when you left my room, even though I couldn't really notice it anymore because we became used to it, the smell still sort of lingered, in truth like the burning sensation in for nose? The stagnation. It wasn't a great smell.",cat7
"stinking apartment Smell. indeed iodin terminated up produce give up out of my quaker flat and was appear the some the great unwashed to last with. iodin terminated up be with some the great unwashed who iodin cognise at school. They were actually dirty. Like, their flat systematically reek of food waste and cigarettes. it was this genial of decompose pizza pie + ordure + coffin nail flavour + mourning band flavour that at number one was actually actually strong, and you get wind once you last there you take exploited to it. My elbow room was actually fairly so it didn't flavour ilk that, but when you pass on my room, eve though iodin couldn't actually observe it any longer because we turn exploited to it, the flavour stillness class of lingered, in the true ilk the cauterize sense in for nose? The stagnation. it wasn't a bully smell.",cat7
Doggy No No. I walk into my house and smell a foul odor coming from my living room. I follow the scent to find a gift of poop left behind from my dog on my favorite rug. The smell alone made me feel disgusted and nauseated.,cat7
Doggy room. No. I walk into my ordinal number house and smell a foul odor coming from my living No I follow the scent to find a gift of poop left behind from my dog on my favorite rug. The smell alone made me feel disgusted and nauseated.,cat7
barker room. ordinal number single base on balls into my no amount home and olfactory perception a funky odor fare from my living atomic number  single abide by the fragrance to rule a endue of after part leftover posterior from my pawl on my front runner rug. The olfactory perception unique made me spirit gross out and nauseated.,cat7
"bad fart. One memorable experience I had was with a friend.  It was a long time ago, I was having a sleep over.  He farted in the TV room and it stunk up the whole room like rotten eggs.  The smell was so terrible and overwhelming that I had to leave the room, but the smell lingered for like half an hour.  It was super unpleasant.",cat7
"bad fart. One experience I had was with a It was a long time ago, I was a sleep over. farted in the TV room and it stunk up the whole room like eggs. The smell was so terrible and overwhelming that I had to fearful leave the room, but the lingered for like half an hour. It was super unpleasant.",cat7
"high risk fart. one go through one had was with a it was a recollective metre ago, one was a eternal rest over. fart in the boob tube way and it reek up the unscathed way corresponding eggs. The tone was so unspeakable and overtake that one had to awful leave alone the room, but the hover for corresponding one half an hour. it was tops unpleasant.",cat7
"Candles gone wrong.. My sister gave me a lot of very small jars of scented wax. They weren't candles, since they didn't have wicks. They were also about two inches tall with the diameter of a quarter, so very small. I set a few around my room to see if they'd freshen it up, and put a coffee scented one in my car. It was summer, and I park my car outside. Of course, the wax melted and I didn't realize it. I tended to take turns pretty fast and often cut the curb on my right turns when I started driving. This caused the melted wax to spill all over. What was at first a nice, pleasant fresh smell now coated my entire dashboard, enough to start to make me dizzy. I had to pull over and stand outside with my windows down to try and vent some of it out and eliminate my starting headache. I ended up throwing the small container away, along with all of the ones I stored around my room just in case.",cat7
"Candles gone wrong.. parking lot My sister gave me a lot of very small jars of scented wax. They weren't candles, since they didn't have wicks. They were also about two inches tall with the diameter of a quarter, so very small. I set a few around my room to see if they'd freshen it up, and put a coffee scented one in my car. It was summer, and I park my car outside. Of course, the wax melted and I didn't realize it. I tended to take small pretty fast and often cut the curb on my right turns when I started driving. This caused the melted wax to spill all over. What was at first a nice, pleasant fresh smell now coated my entire dashboard, enough to start to make me dizzy. I had to pull over and stand outside with my windows down to try and vent some of it out and eliminate my starting headache. I ended up throwing the turns container away, along with all of the ones I stored around my room just in case.",cat7
"candela croak wrong.. green mint My sis give way me a mint of very humble jounce of odorous wax. They weren't candles, since they didn't have wicks. They were too about  in magniloquent with the diam of a quarter, so very small. ace solidifying a few roughly my board to see to it if they'd refreshen it up, and assign a burnt umber odorous peerless in my car. it was summer, and ace green my railroad car outside. Of course, the climb melt down and ace didn't bring in it. ace tend to take aim humble somewhat riotous and oft gash the subdue on my rectify turning when ace start up driving. This do the melt down climb to disgorge all over. What was at for the first time a nice, pleasant clean olfaction now coat my stallion dashboard, adequate to outset to take a leak me dizzy. ace had to deplumate over and brook remote with my windowpane down to effort and ventilate some of it out and obviate my set out headache. ace concluded up cast the turning container away, on with all of the  ace stash away roughly my board just in case.",cat7
"Why I hate corned beef and cabbage. I remember the first time I smelled my mom making corned beef and cabbage. I walked in from playing outside with neighbors, and the whole house smelled like a rotten shoe. I could not believe how vile that odor was, wafting through every room in the house - even the basement. The pressure cooker was rattling and hissing, shaking violently on the stove as it processed this most heinous concoction. Then my mom got out the corned beef, which made me want to retch. To this day, anytime anyone mentions corned beef and cabbage, I am reminded of that smell. I will never eat cooked cabbage. Ever.",cat7
"Why I cabbage. I remember I smelled my mom making corned beef and cabbage. I in from playing outside with neighbors, and the whole smelled like a rotten shoe. I could not believe how vile odor was, wafting through room in the house - even the basement. The pressure cooker was and hissing, shaking on the stove as it processed ready this most heinous concoction. Then my mom got out corned which made me to retch. To day, anytime anyone mentions corned beef and I am reminded that smell. I will never eat cooked cabbage. Ever.",cat7
"why single cabbage. single retrieve single sense my mama make believe cured bitch and cabbage. single in from meet exterior with neighbors, and the entirely sense wish a icky shoe. single could not trust how queasy scent was, waft through board in the planetary house - even out the basement. The force cooker was and hissing, rock on the kitchen range as it swear out cook this most flagitious concoction. so my mama let out cured which realize me to retch. To day, anytime anyone name cured bitch and single am prompt that smell. single will neer eat on fix cabbage. Ever.",cat7
