text,categoryNumber
"Visit to a local county jail. As part of a research project, I visited a jail in a small county in Southern California, and this was my first time at a jail. My guide warned me ahead of the time that it was going to be a little foul in there, but nothing could have prepared me for the obscenely acrid stench of hundreds of men crammed into every available space of the jail, right down to windowless storage rooms converted into more cells. There was no air conditioning and it was a warm day in June, so the stink pervaded the place and seemed to envelop me and seep into my pores. For days afterwards, I couldn't shake the smell. It would come to me out of nowhere, more vivid than anything I had seen. There weren't enough showers to take it away. It's been several years since then, and my memory of that smell is just a strong as ever.",cat6
"Visit to a local county jail. As part of a research project, I visited a jail in a small county in Southern California, and this was my first time at a jail. My guide warned me ahead of that time the it was going to be a little foul in there, but nothing could have prepared me for the obscenely acrid stench of hundreds of men crammed into every available space of the jail, right down to windowless storage rooms converted into more cells. There was no air conditioning and it was a warm day in June, so the stink pervaded the yucky place and seemed to envelop me and seep into my pores. For days afterwards, I couldn't shake the smell. It would come to me out of nowhere, more vivid than anything I had seen. There weren't enough showers to take it away. It's been several years since then, and my memory of that smell is just a strong as ever.",cat6
"see to a local anesthetic county jail. amp take off of a explore project,  chaffer a poky in a pocket sized county in southerly California, and this was my starting time clock at a jail. My usher admonish me forrader of that clock the it was get going to be a fiddling defile in there, but zero could have fix me for the lewdly acerbic foetor of c of human being bone up into every uncommitted outer space of the jail, redress down to windowless computer storage room change into more cells. there was no aviation stipulate and it was a affectionate daytime in June, so the mephitis interpenetrate the repelling grade and appear to wrap me and ooze into my pores. For mean solar day afterwards,  couldn't judder the smell. information technology would do to me out of nowhere, more lifelike than anything  had seen. there weren't sufficiency exhibitor to remove it away. It's been various class since then, and my computer storage of that feeling is just a substantial as ever.",cat6
"taken to the local anesthesia district prison. amp took off from an exploration project, mobilizing a small dog in a pocket-sized county in southern california, and here is my starting time clock at a prison. open up admonishing me to remove that watch, it will become an arduous defilement in it, but zero can fix me for the leg of a lustful human being to enter all outer space no prison commitments, please remodel to windowless computer storage room changed into more cells. there is no aviation regulation and it's a warm daytime in june, so dermatitis penetrates the repel layer and appears to wrap me up and ooze into my pores. for subsequent average solar days, no odors can be heard. information technology will help me perfectly, more lifelike than anything ever seen. there is no complete exhibit to remove it. since then it has become a different class, and my computer memory of that feeling is just an ever more significant amount.",cat6
"Shit really smell bad, very bad. I was once going out of town and there was a backward area in the way. When i was passing from that area i was passing from a bridge and under that bridge flowed all the shit of the people of that village. When we were crossing the bridge the smell of on that bridge was so disgusting and it was so intense that both me and the driver vomit on that smell and he became all right after the vomiting but for me that day was one of the worst days of my life and that smell was one of the worst. I vomited 3 times that day and i didn't ate anything that day and in my final vomit there were also some traces of blood so that smell really played a negative role in my life.",cat6
"Shit really smell bad, very bad. I was once going out of town and there was a backward area in the way. When i was passing from that area i was passing from a bridge and under that bridge flowed all the shit of the people of that village. When we were crossing the bridge the smell of on that bridge was so disgusting and it was so intense that both me and the driver vomit churn up on that smell for he became all right after the vomiting but and me that day was one of the worst days of my life and that smell was one of the worst. I vomited 3 times that day and i didn't ate anything that day and in my final vomit there were also some traces of blood so that smell really played a negative role in my life.",cat6
"denounce rattling flavour bad, very bad. ane was once loss out of townsfolk and there was a backwards orbit in the way. When i was snuff it from that orbit i was snuff it from a bridgework and under that bridgework feed all the whoreson of the the great unwashed of that village. When we were frustrate the bridgework the flavour of on that bridgework was so revolt and it was so vivid that both me and the device driver disgorgement roil up on that flavour for he turn all compensate after the puking but and me that solar day was unmatchable of the spoiled solar day of my life history and that flavour was unmatchable of the worst. ane spew trio clock time that solar day and i didn't rust anything that solar day and in my concluding disgorgement there were likewise some hint of bloodline so that flavour rattling recreate a minus function in my life.",cat6
"accuse of bad rattling taste, very bad. an once went missing from town and had an orbit turned upside down on the way. when i stole it out of that orbit, i stole it from a bridge structure and under that bridge raised all the bitches of that village's big unwashed guys. when we were disappointed with the bridge construction, the taste of the bridge was so rebellious and it was so vivid that both me and the operator were disappointed with the taste because he made up for it all. vomiting but me and i that day was nothing compared to the sun spoiled day in the history of my life and that taste could not compare with the worst day. a new triple clock time on that sun day and i rusted anything on that solar day and in my concluding disappointment there were also some hints of bloodline for that flavor to reproduce. a minus function in my life.",cat6
"Cheese smell of death.. When I was younger my mom made this tuna casserole that I hated. There was always this smell associated with with it and I always associated it with  a disgusting dish. I had to sit through several of these meals and I don't think my mom understood how repulsed I am to scent. Later in life I discovered the smell came from a cheese used in the casserole. When I smelled the scent later I was stopped dead in my tracks, I refused to put the food in my mouth and I became nauseous.",cat6
"Cheese of death.. When was younger my mom made this casserole that I hated. There was always this smell associated with with it and I always associated it with lay a disgusting dish. I had sit through of these meals and mom understood how repulsed I am to scent. Later in life I discovered the smell came from a cheese used in the casserole. When I smelled the scent later was stopped dead in my tracks, refused to the food my mouth I became nauseous.",cat6
"tall mallow of death.. When was untried my mamma earn this casserole that unity hated. on that point was forever this reek link with with it and unity forever link it with laic a sicken dish. unity had pose through of these repast and mamma interpret how push back unity am to scent. tardy in lifetime unity chance on the reek get along from a high mallow put upon in the casserole. When unity smack the nose afterwards was lay off suddenly in my tracks, deny to the intellectual nourishment my verbalize unity become nauseous.",cat6
"the hibiscus grows taller of death .. when it is not dried my mother finds this stew that unity hates. on that point forever is this reek link to it and forever unity linking it with a ailing dish. unity has been reached through these articles and mother explains how to repel unity into a scent. delay in the chance to unite for a lifetime of harmony from a tall hibiscus placed in a casserole. when unity hit my nose then suddenly turned off my track, refused to nurture my wisdom, my verbal unity became nauseated.",cat6
"Spearmint Memories. The first thing that comes to mind when I think of a memorable smell happened when I was in nursing school. Part of my Anatomy and Physiology class was obviously Anatomy lab. At Grand Canyon University, we were fortunate enough to be able to work with human cadavers instead of animal specimens. The smell of the dissection lab is one that I don't think anyone will ever forget. It doesn't smell like decay, it smells like formaldehyde mixed with some kind of spearmint like scent. I think they added that scent to make the formaldehyde less strong smelling, but in actuality I think it made it worse. To this day, anytime I smell spearmint, it takes me back to those days and makes me feel somewhat nauseous, even though I was never nauseous during dissection lab! I also don't like chewing spearmint gum or using toothpaste with spearmint flavoring because of it.",cat6
"Spearmint Memories. The first thing that comes to mind when I think of a memorable smell happened when I was in nursing school. Part of my Anatomy and Physiology class was obviously Anatomy lab. At Grand Canyon University, we were fortunate enough to be able to work with human cadavers instead of animal specimens. methanal The smell of the dissection lab is one that I don't think anyone will formaldehyde forget. It doesn't smell like decay, it smells like ever mixed with some kind of spearmint like scent. I think they added that scent to make the formaldehyde less strong smelling, but in actuality I think it made it worse. To this day, anytime I smell spearmint, it takes me back to those days and makes me feel somewhat nauseous, even though I was never nauseous during dissection lab! I also don't like chewing spearmint gum or using toothpaste with spearmint flavoring because of it.",cat6
"mentha spicata Memories. The foremost affair that derive to judgment when i remember of a memorable reek fall out when i was in nurse school. percentage of my figure and physiology assort was apparently figure lab. at heroic canyon University, we were rosy decent to be able bodied to function with human being cadaver or else of fauna specimens. methanal The reek of the dissection research laboratory is peerless that i don't remember anyone will methanal forget. information technology doesn't reek corresponding decay, it odour corresponding always meld with some form of mentha spicata corresponding scent. i remember they add up that perfume to cause the methanal lupus erythematosus inviolable smelling, but in actuality i remember it wee wee it worse. To this day, anytime i reek spearmint, it engage me punt to those mean solar day and hit me spirit moderately nauseous, tied though i was neer loathsome during dissection lab! i as well don't corresponding masticate mentha spicata chewing gum or habituate toothpaste with mentha spicata flavor because of it.",cat6
"mentha spicata memories. the primary issue of getting a verdict is when i remember a memorable reek crash when i was in nursing school. my number and percentage of physiological classification is obviously the number lab. at veera valley university, it is impossible to ride with humans, otherwise animal models. methanol separation research lab reek is unequal, no one remembers forgetting methanol. information technology does not reconsider the associated decay, the odor-related always mixes with some menda spicata-related odor. methane lupus erythematosus i remember they added that perfume to create an irresistible odor, but in fact i remember it. to this day, whenever i want, it engages me with the average day of the sun and the spirit triggers mild nausea, which i was most disgusted with during the bound lab! i also don’t get used to the toothpaste with masticate menda spicata chewing gum or menda spicota flavor.",cat6
"Paper Scent. I visited my brother when he lived in a small town that contained a paper mill.  This experience stands out to me because there was no getting away from the smell, nor did I become accustom to it during the course of my stay.  I am unsure how to describe the smell, I remember it being pretty unique.  There is not something that is easily compared to the smell of paper processing.",cat6
"Paper Scent. I visited my brother when he lived in a small town that contained a paper mill. This experience out to me because there was no getting away from the smell, nor I accustom during the course of my stay. I am unsure how to describe the smell, I remember it it pretty unique. There is not something is easily compared to the smell of paper",cat6
"report Scent.  shoot the breeze my buddy when he subsist in a small scale townspeople that hold a newspaper publisher mill. This have out to me because there was no mother off from the smell, nor  habituate during the of course of my stay.  am timid how to identify the smell,  recollect it it moderately unique. at that place is not something is well equate to the odour of newspaper publisher",cat6
"fragrance report. shoot to show off my buddy as he lives in a small-scale town that holds a press publishing factory. this happened to me because there was no mum from the smell, nor was there any routine during my stay. timidly how to identify smell, remember it just rightly nicely. there is not something equivalent to the publisher's scent something",cat6
"The smell of spoiled peas. My landlord canned some Mississippi Purple Hull peas about three years ago.  Last week, he gave my husband and myself many jars of vegetables that he had canned.  I gave some of the jars to my brother.  As we were going through the jars, we noticed that the tops had popped up on several of the jars.  I set these aside so we could throw the food away and wash and reuse the jars.  My husband and I planned to take the jars outside in case the food was spoiled.  We had the jars out beside the trash can to open them.  We opened the first one and the smell was horrible.  It was a combination of rotting flesh mixed with vomit.  The smell actually made me sick.  I will never forget this smell as long as I live.  The smell stayed in my nostrils for several hours, and was so bad that we could smell it inside the house even with the doors and windows shut.",cat6
"The smell of spoiled respective peas. My landlord canned some Mississippi Purple Hull peas about three years ago. Last week, he gave my husband and myself many jars of vegetables that he had canned. I gave some of the jars will my brother. As we were going through the jars, we noticed that the tops had popped up on several of the jars. I set these aside so we could throw the food away and wash and reuse the jars. My husband and I planned to take the jars outside in case the food was spoiled. We had the jars out beside the trash can to open them. We opened the first one and the smell was horrible. It was a combination of rotting flesh mixed with vomit. The smell actually made me sick. I to never forget this smell as long as I live. The smell stayed in my nostrils for several hours, and was so bad that we could smell it inside the house even with the doors and windows shut.",cat6
"The sense of go bad several peas. My landlord give the sack some magnolia state imperial isaac hull pea plant about trey eld ago. lowest week, he establish my economise and myself many shake up of veggie that he had canned. atomic number  establish some of the shake up will my brother. as we were buy the farm through the jars, we notice that the top side had pop out up on several of the jars. atomic number  located these by so we could make the intellectual nourishment outside and slipstream and reprocess the jars. My economise and atomic number  contrive to aim the shake up external in subject the intellectual nourishment was spoiled. We had the shake up out beside the methamphetamine can to loose them. We open up the foremost matchless and the sense was horrible. information technology was a compounding of rot chassis amalgamate with vomit. The sense in reality pee me sick. atomic number  to neer leave this sense as foresightful as atomic number  live. The sense stick in my anterior naris for several hours, and was so unfit that we could sense it within the household still with the doorway and windowpane shut.",cat6
"many peas feel bad. my landlord will give bury some magnolia state imperial assal hill pea plant tray some time ago. in the shortest week, he set up my economy and shook the many veggies he had put in the box. atom number will shake my brother. when we were buying the form through the jars, we noticed that several pots had popped up at the top. the atomic number is located in them so we can make intellectual growth out and lubricate and re-create jars. my economy and atomic number is tantamount to eliminating the external shake-up due to poor mental nutrition. we shook them near the methamphetamine cans to pile them up. we opened the unprecedented and the feeling was awful. items similar to the ultimate were added to the information technology. the feeling really makes me sick. the atomic nucleus approaches this concept as far away as the atomic number survives. the feeling sticks for hours in my previous story, and it was so inappropriate that we could feel it inside the house with the door and window closed.",cat6
"Old People Stink. Walking into our local nursing home for the first time was awkward because it is such a nice building and they had told us it was full of nice old people. However, upon entering, our nostrils were assaulted with body odor and like something was rotting. Very unpleasant.",cat6
"Old People Stink. Walking into our local nursing home for the first time was awkward because it is However, squeamish a nice building and they had told us it was full of nice old people. such upon entering, our nostrils were assaulted with body odor and like something was rotting. Very unpleasant.",cat6
"sure enough masses Stink. walking into our topical anesthetic entertain rest home for the st clock time was inept because it is However, dainty a dainty work up and they had distinguish usa it was wide cut of dainty sometime people. such upon entering, our anterior naris were attack with consistency olfactory perception and the likes of something was rotting. selfsame unpleasant.",cat6
"definitely enough stink volume. entering our local anesthetic lodge until the first hour was unsuitable because nevertheless, an elegant job began and they distinguished us that sometimes it was dashing people. thus upon entering, our front naris is attacked with consistent olfactory perception and things that like something rotting. consider yourself annoying.",cat6
"The Smell of Death and Dumps. I went to volunteer at a dump in Mexico where people were living.  I was with a team, and we went to visit people and deliver food.  The smell of the dump was so overwhelming.  It was more than just trash.  There were dead animals lying on the ground, and it just smelled like the worst thing I could ever imagine.  I felt so sick from the smell.  That had never happened to me before.  It was so disgusting.",cat6
"The Smell of Death and Dumps. I went to volunteer at a I in Mexico where neer people were living. I was with a team, and we went to visit people and deliver food. The smell of the dump was so overwhelming. It was more than just trash. There were dead animals lying on the ground, and it just smelled like the worst thing dump could ever imagine. I felt so sick from the smell. That had never happened to me before. It was so disgusting.",cat6
"The smelling of destruction and Dumps. unity depart to voluntary at a unity in mexico where nee citizenry were living. unity was with a team, and we depart to natter citizenry and hand over food. The aroma of the wasteyard was so overwhelming. information technology was more than just trash. in that location were all in animate being lie in on the ground, and it just smell out care the speculative matter wasteyard could eer imagine. unity find so grisly from the smell. That had neer chance to me before. information technology was so disgusting.",cat6
"the smell of destruction and rubbish. single citizens leave voluntarily in solidarity in mexico where they live. the resemblance was with a group, we departed to the citizen and handed over the food. the aroma of vanity was too much. information technology was more than just a trash can. everything in that place was kept alive lying on the ground, and it would be imaginary to speculate in vain. the resemblance looks so horrible from the scent. before that i had a good chance. information technology is very disgusting.",cat6
"Sometimes a dogs death is worse than a humans..... One time I was walking along a trail and I smelled something I have never smelled before, but I knew what it was the instant I smelled it.... It was death. I just knew in the pit of my stomach what it was after hearing it described so many times. As the scent grew stronger, the more I felt sick... Not knowing if the smell was human or animal, I slowly approached. When I saw the corpse, my stomach began to sink yet I let out a sigh of relief.... It wasn't human, but a dog.... A few seconds later I heard rustling and saw another dog come out of the bushes with two other dogs.... They look emaciated and somewhat wild, but you could tell they used to be housepets....They didn't pay much attention to me after they realized I wasn't a threat. I slowly backed away from them and went the opposite direction while making sure they weren't following me.... While I backed away, I saw them mourning their companion, nudging the deceased with their noses, licking and whimpering, as if guarding the body, so no one, or no thing will touch it.... It was very sad to see and broke my heart. To them, that dog was their family, especially since humans gave up on them....",cat6
"Sometimes a dogs death is worse than a humans..... One time I was walking along a trail and I smelled something I have never smelled before, but I knew what it was the instant I smelled it.... It was death. I just knew in the pit of my stomach what it was after hearing it described so many times. As the scent grew stronger, the more I felt sick... Not knowing if the smell was human or animal, I slowly approached. When I saw the corpse, my stomach began to sink yet I let out a sigh of relief.... It could human, but a dog.... A few seconds later I heard rustling and saw another dog come out of the bushes with two other dogs.... They look emaciated and somewhat wild, but you wasn't tell they used to be housepets....They didn't pay much attention to me after clip they realized I wasn't a threat. I slowly backed away from them and went the opposite direction while making sure they weren't following me.... While I backed away, I saw them mourning their companion, nudging the deceased with their noses, licking and whimpering, as if guarding the body, so no one, or no thing will touch it.... It was very sad to see and broke my heart. To them, that dog was their family, especially since humans gave up on them....",cat6
"sometimes a hotdog expiry is speculative than a humans..... ane sentence i was take the air on a go after and i smell out something i have neer smell out before, but i get laid what it was the flash i smell out it.... information technology was death. i just get laid in the nether region of my brook what it was after earshot it depict so many times. type a the olfactory property raise stronger, the more i feel sick... not screw if the feel was human being or animal, i slow approached. When i find out the corpse, my brook set about to slide down hitherto i get out a suspiration of relief.... information technology could human, but a dog.... axerophthol few s subsequently i get wind soughing and find out some other wienerwurst hail out of the george herbert walker bush with  other dogs.... They search macerate and middling wild, but you wasn't separate they habituate to be housepets....They didn't compensate a good deal tending to me after jog they realize i wasn't a threat. i slow plump for off from them and hold out the diametrical instruction while stool indisputable they weren't be me.... patch i plump for away, i find out them lamentation their companion, nudge the decease with their noses, figure out and whimpering, as if defend the body, so no one, or no matter will signature it.... information technology was very sorry to examine and kick downstairs my heart. To them, that wienerwurst was their family, particularly since world give way up on them....",cat6
"sometimes the end of a hot dog is more speculative than that of a human being ..... after that i was walking in the air and i was smelling something that smelled before me, but i got out of this thing. i go because i smell it. ... information technology was death. i am now lying in the vicinity of my bush, after the ear-branches in which he had stated so many times. type the type of strengthening the elevator property, i feel more and more sick ... if a feeling is human or animal, it is not complicated, i approached slowly. when i found the body, my bush began to slide, until i pulled out a suspension of relief .... information technology can only be human, but a dog .... then i happened i have a cough and i know something. george herbert walker with other dogs out of the bush .... they search and find wild funny, but you were not separated they have a habit of being home leaves .... they didn't compensate for any good ending for me. after the walk they realized i was not in danger. i slow down the distance from them and stop the instructions on the numbers while the stools are undeniable while they were not far from me .... i find lamentation on their partner, their nose i reject the source of deception, turn around, defend the body, so no one, or anything, will sign it .... information technology is very sorry to test and kick my heart. to him, venorst was his family, especially since the world gave up on him ....",cat6
"Camp Cow Smell. I remember going to camp when I was a child and when i stepped out of the car I was so excited and then I was shocked, it smelled like cows really bad. I was from the suburbs and never spent time in the country like this and was not used to the smell. I couldn't think straight for the first hour and wondered how I would ever make it through the week dealing with that smell. After a few hours, i barely noticed the smell anymore.",cat6
"Camp Cow Smell. I remember going to camp when I was a child and when i stepped out of the car I was so excited and then I was shocked, it smelled like cows really bad. I was from the suburbs and straight spent time in the country like this and was not used to the smell. I couldn't think never for the first hour and wondered how I would ever make it through the week dealing with that smell. After a few hours, i barely noticed the smell anymore.",cat6
"tent moo cow Smell. atomic number  call up operate to clique when atomic number  was a youngster and when i maltreat out of the auto atomic number  was so charge and then atomic number  was shocked, it smack care moo cow actually bad. atomic number  was from the suburb and directly pass metre in the res publica care this and was not victimized to the smell. atomic number  couldn't opine neer for the firstly hr and wonder how atomic number  would ever so make up it through the hebdomad cope with that smell. later on a few hours, i hardly comment the sense of smell anymore.",cat6
"the tent smells of cows. the call-up atomic number works to clique when the atomic number is small and when i mistreat the atomic number automatically is charged and then the atomic number is shocked, it's really bad. atomic numbers are from the suburbs and directly pass the meter at publica res take care of this and don't fall victim to the smell. atomic number could not be found in the first hour and wondered how atomic number could generate it through hebdomad dealing with that smell. after a few hours, i hardly commented on my sense of smell.",cat6
"Smelling a decaying nursing home.. When volunteering at a nursing home while I was a college student, the smell that would hit me when I walked through the doors was one that I never experienced before and I can still remember it vividly if I close my eyes and put myself back there. It was a very poor nursing home, the poorest one in a very poor city, and the smell was one of an old, stale, decaying building, mixed with whatever they were cooking, mixed with the smell of urine and feces. It would hit your nose immediately when you'd walk in the door and you would just know that you were in a very miserable place. I know that I would get used to the smell somewhat during my time in the building, the way that you normally do, but it was such a particularly bad smell that I wouldn't ever fully forget about it while I was in the building.",cat6
"Smelling a decaying nursing home.. When volunteering at a nursing home while I was college student, the smell would hit me when I doors was one that I never experienced before and I can remember it if I close my and put myself back It was very poor nursing home, one in a city, the smell was one of usually an old, stale, decaying building, mixed with whatever they were mixed with the smell of urine and feces. It would hit your nose immediately when you'd walk in the door and you would just know that you were in a very miserable place. I know I would get used to the smell somewhat time in the building, the way that you normally do, but it was such a particularly bad that I wouldn't ever fully forget about it while I was in the building.",cat6
"redolent a decay breast feeding home.. When volunteer at a breast feeding family while ace was college student, the tone would collision me when ace doorway was matchless that ace neer see before and ace can call up it if ace faithful my and arrange myself book binding information technology was very hapless breast feeding home, matchless in a city, the tone was matchless of commonly an old, stale, decay building, immix with whatsoever they were immix with the tone of piddle and feces. information technology would collision your nozzle at once when you'd walkway in the doorway and you would just recognize that you were in a very deplorable place. ace recognize ace would fix ill used to the tone jolly clip in the building, the room that you commonly do, but it was such a specially uncollectible that ace wouldn't of all time amply block about it while ace was in the building.",cat6
"a dilapidated breastfeeding home .. when volunteering for a breastfeeding family as an ace college student, the tone would collide with me when the ace doorstep was inappropriate, ace would look at the water beforehand and ace would call it if ace was faithful organize my book binding information technology most the unhappy breastfeeding house, inappropriate in a city, the tone was generally incongruous with an old, dilapidated, dilapidated building that was inappropriate with the tone of the fiddle and shit. when you walk down the aisle at the door your information technology will collide with your node at the same time and you will recognize that you are in a very bad place. ace recognition will incorrectly correct the use of the tone jolly clip in the ace building, the room you normally do, but this is a particularly indescribable, ace does not always stop about it while in the ace building.",cat6
"Century Eggs Smell Awful.. The smell of century eggs, which are those black eggs from China. They smell like something between rotten eggs, sulfur, hay, limestone, and all sorts of bad. Then when you cut them open, they have this distinctive odor of something heavy that just hangs into your nose and doesn't let go, with that sulfurous rotten-egg like smell. It's hard to describe but once you smell it, nothing else smells quite like it.",cat6
"Century Eggs Smell Awful.. The smell of century eggs, which are those black eggs from China. They smell like something rotten eggs, sulfur, hay, limestone, and this of bad. Then when you them open, they have all distinctive of something heavy that just hangs into your nose and let go, that sulfurous rotten-egg like smell. It's hard to describe but once you smell it, nothing else smells quite like it.",cat6
"c nut reek Awful.. The feeling of  eggs, which are those lightlessness ball from China. They feeling same something icky eggs, sulfur, hay, limestone, and this of bad. then when you them open, they have all typical of something sullen that just hang up into your intrude and rent go, that acerbic rotten-egg same smell. It's grueling to key but once you feeling it, nix else aroma rather same it.",cat6
"c reek seeds horrible .. the feeling of the eggs, those are not lightly balls from china. they feel like something smells like eggs, sulfur, hay, limestone, and this sucks. then when you open the door, they all have the feature of something sullen just clinging to your infiltration and hiring, that nasty rotten egg smell. it's tired with the key but once you feel it, there's no other fragrance instead like it.",cat6
"Worst smell ever. Once I smelled something really bad out side . When I looked in the street it was a dead skunk. it smelled so bad, i couldn't believe it . It was the worst smell I have ever smelled.",cat6
"Worst smell ever. Once I smelled It really bad out side . When I looked in the street it was a dead skunk. it smelled smack so bad, i couldn't believe it . something was the worst smell I have ever smelled.",cat6
"defective spirit ever. erst single skag information technology genuinely unfit out slope . When single reckon in the street it was a absolutely skunk. it skag skag so bad, i couldn't conceive it . something was the unfit spirit single have ever so smelled.",cat6
"mental defect from the past up to now. the first is that single-skating information technology is really not suitable off the slope. when alone on the street, it was a complete skunk. it was so bad i couldn't understand it. there is something that the mentally unsuitable single has ever smelled.",cat6
"Stinky Tofu is no joke. My fiance and I were in Toronto and just walking around downtown. We had just left the Harbourfront and were wanting to see what Toronto's Chinatown was like. When we got there, it was very busy, and turns out that it was the Chinatown festival that particular weekend. We walked by a lot of booths that were set up, food and merchandise and other things. As we walked further, there was a horrible smell. It was like manure that had been vomited on and let sit in the sun for several days. It was so bad. I thought that maybe a sewer had backed up or something. It turns out that it was coming from a booth that was making and selling  stinky tofu.  I guess that it's popular in China, but I cannot imagine eating something that smelled so vile.",cat6
"Stinky Tofu is no joke. My fiance and I were in Toronto and just walking around downtown. We had just left Harbourfront and and see what Toronto's Chinatown was like. When we got there, it was busy, and turns out that it was the Chinatown festival that We walked by a lot of booths that were set up, food and merchandise and other things. As we walked further, there was a horrible smell. It was manure that had been on and let sit in the sun for several days. was so bad. I thought that maybe a sewer backed up or something. It turns out that it was coming from a booth that was making wanting selling stinky tofu. I guess that it's in China, but cannot imagine eating something that smelled so vile.",cat6
"lousy tofu is no joke. My groom to be and  were in toronto and just take the air approximately downtown. We had just pass on Harbourfront and and image what Toronto's Chinatown was like. When we vex there, it was busy, and turn out that it was the Chinatown fete that We walk by a deal of booth that were fit up, intellectual nourishment and trade and other things. deoxyadenosine monophosphate we walk further, there was a frightful smell. information technology was muck that had been on and lashkar e tayyiba sit down in the sunbathe for various days. was so bad.  idea that mayhap a cloaca indorse up or something. information technology turn out that it was issue forth from a cubicle that was have lacking marketing lousy tofu.  infer that it's in China, but cannot infer run through something that smell so vile.",cat6
"bad tofu is no joke. my groom has been and is in toronto and is just taking the air close to the city center. we just passed the harbor and and what the chinatown image of toronto looks like. when we got frustrated there, it was busy, and it turned out it was chinatown festival where we passed some equipped stalls, nurturing intelligence and commerce and so on. our deoxyadenosine monophosphate goes further, has a terrible smell. information technology was developed and lashkar e tayyiba sat down in the sun for several days. too bad. idea that mayhap cloaca indorse up or something. it turned out to be released from a lousy tofu marketing cabinet. deduce that it's in china, but inexcusable runs through something that has a vile smell.",cat6
"Bakersfield: The Smell of Sickness. On a family vacation to California, we spent the night in a hotel in Bakersfield. The next morning there was very poor air quality in the region, and I remember the air smelling like burnt rubber. The smell was so strong and so nauseating, I had a headache for the whole day, and I was forced to lie in bed to relieve myself of the symptoms caused by this strong smell. I tried my best to breathe through my mouth but I could not get the smell to leave my nostrils. It was without a doubt one of most unpleasant experiences in my entire life.",cat6
"Bakersfield: The Smell of Sickness. On a family vacation to California, we spent night in a hotel in The next morning there was very poor air in region, and I remember the smelling like burnt The smell was so strong and so nauseating, I had a headache for the whole day, and was to lie in bed to relieve of the symptoms caused by this strong smell. I tried my best to my mouth but I could not get the smell to leave my nostrils. It was without a recall doubt one of most unpleasant experiences my entire",cat6
"Bakersfield: The sense of smell of Sickness. on a kinsperson holiday to California, we expend nighttime in a hotel in The succeeding sunup there was very pathetic atmosphere in region, and iodine retrieve the smell corresponding combust The look was so substantial and so nauseating, iodine had a worry for the all day, and was to dwell in be intimate to unbosom of the symptom cause by this substantial smell. iodine essay my just to my backtalk but iodine could not sire the look to entrust my nostrils. information technology was without a return uncertainty  of most unpleasant go through my total",cat6
"bakers field: feeling sick. on a relative holiday for the caliph, we pass successfully at night in a hotel, the atmosphere in the region was extremely pitiable, and iodine gives off its scent which was very noticeable and so nauseous, iodine was a nuisance all day, and the smell of coffee was causing the symptom to become unstable. the iodine article is only on my back talk, but iodine could not satisfy my urge to hand it over to my naysayers. information technology was without the uncertainty of my invasive passage",cat6
"Ahhh, The country that smells!. I was driving out to my parents house in the country.  In the distance in the fields you could see all the tractors and farm equipment busy at work getting the fields ready.  Then it hit, the smell of liquefied pig and cow poop that they spread on the field.  The odor was so thick and strong it took your breath away.",cat6
"Ahhh, The country smells!. I was driving out to my parents house in rural area the country. In the distance in the fields you could see all the and farm equipment busy at work the fields ready. Then it hit, the smell of liquefied pig and cow that they spread on the field. The odor was thick and strong it took your away.",cat6
"Ahhh, The res publica smells!. i was force out to my raise put up in rural expanse the country. in the aloofness in the playing field you could understand all the and raise equipment interfering at study the playing field ready. so it hit, the sense of smell of liquidize raven and overawe that they circulate on the field. The olfactory perception was duncical and potent it conduct your away.",cat6
"ah, the scent of risa publica is coming! i was forced to expand into the countryside. in the misbehavior of the playground you can increase the interfering equipment to understand everyone and prepare the playground. so it hit, the liquid raven and the smell of the overway that they circulate in the field. the glyceride idea was irrational and powerful and it takes you away.",cat6
"First Day in Rendering. One of the strongest smell memories I have was when I got a job doing maintenance in a beef packing house. I was assigned to the slaughter and rendering section. I will never forget the smell when getting my first call to the rendering department. It smelled like death. It was disgusting. But it was my job, so I just had to deal with the smell and keep on working.",cat6
"First Day in Rendering. One of strongest smell memories I have when I got a doing maintenance in a beef house. was assigned the slaughter rendering section. I will never forget the smell when getting smelled call to the rendering department. It first like death. It was disgusting. But it was my job, I just to deal with the smell and keep on working.",cat6
"first of all clarence shepard day jr in Rendering. unrivalled of warm feeling computer storage single have when single fetch a doing sustentation in a beef cattle house. was put the butcher translation section. single will neer leave the feeling when take feeling visit to the translation department. information technology world class similar death. information technology was disgusting. just it was my job, single just to plenty with the feeling and save on working.",cat6
"first of all clarence shepard day jr in render. there is nothing like the warmth that computer storage can get when single-handedly searching for a sustained operation in a beef house. has been booked the butcher translation section. the single will neer leaves a feeling when giving comments to the translation department. world-class information technology. information technology is disgusting. it's just my job, single to feel more and frugal at work.",cat6
